frame,feature,time,latitude,longitude,feature_orig,cell,qr_L00,qr_L01,qr_L02,qr_L03,qr_L04,qr_L05,qr_L06,qr_L07,qr_L08,qr_L09,qr_L10,qr_L11,qr_L12,qr_L13,qr_L14,qr_L15,qr_L16,qr_L17,qr_L18,qr_L19,qr_L20,qr_L21,qr_L22,qr_L23,qr_L24,qr_L25,qr_L26,qr_L27,qr_L28,qr_L29,qr_L30,qr_L31,qr_L32,qr_L33,qr_L34,qr_L35,qr_L36,qr_L37,qr_L38,qr_L39,qr_L40,qr_L41,qr_L42,qr_L43,qr_L44,qr_L45,qr_L46,qr_L47,qr_L48,qr_L49,roh_L00,roh_L01,roh_L02,roh_L03,roh_L04,roh_L05,roh_L06,roh_L07,roh_L08,roh_L09,roh_L10,roh_L11,roh_L12,roh_L13,roh_L14,roh_L15,roh_L16,roh_L17,roh_L18,roh_L19,roh_L20,roh_L21,roh_L22,roh_L23,roh_L24,roh_L25,roh_L26,roh_L27,roh_L28,roh_L29,roh_L30,roh_L31,roh_L32,roh_L33,roh_L34,roh_L35,roh_L36,roh_L37,roh_L38,roh_L39,roh_L40,roh_L41,roh_L42,roh_L43,roh_L44,roh_L45,roh_L46,roh_L47,roh_L48,roh_L49,qv_L00,qv_L01,qv_L02,qv_L03,qv_L04,qv_L05,qv_L06,qv_L07,qv_L08,qv_L09,qv_L10,qv_L11,qv_L12,qv_L13,qv_L14,qv_L15,qv_L16,qv_L17,qv_L18,qv_L19,qv_L20,qv_L21,qv_L22,qv_L23,qv_L24,qv_L25,qv_L26,qv_L27,qv_L28,qv_L29,qv_L30,qv_L31,qv_L32,qv_L33,qv_L34,qv_L35,qv_L36,qv_L37,qv_L38,qv_L39,qv_L40,qv_L41,qv_L42,qv_L43,qv_L44,qv_L45,qv_L46,qv_L47,qv_L48,qv_L49,qg_L00,qg_L01,qg_L02,qg_L03,qg_L04,qg_L05,qg_L06,qg_L07,qg_L08,qg_L09,qg_L10,qg_L11,qg_L12,qg_L13,qg_L14,qg_L15,qg_L16,qg_L17,qg_L18,qg_L19,qg_L20,qg_L21,qg_L22,qg_L23,qg_L24,qg_L25,qg_L26,qg_L27,qg_L28,qg_L29,qg_L30,qg_L31,qg_L32,qg_L33,qg_L34,qg_L35,qg_L36,qg_L37,qg_L38,qg_L39,qg_L40,qg_L41,qg_L42,qg_L43,qg_L44,qg_L45,qg_L46,qg_L47,qg_L48,qg_L49,qs_L00,qs_L01,qs_L02,qs_L03,qs_L04,qs_L05,qs_L06,qs_L07,qs_L08,qs_L09,qs_L10,qs_L11,qs_L12,qs_L13,qs_L14,qs_L15,qs_L16,qs_L17,qs_L18,qs_L19,qs_L20,qs_L21,qs_L22,qs_L23,qs_L24,qs_L25,qs_L26,qs_L27,qs_L28,qs_L29,qs_L30,qs_L31,qs_L32,qs_L33,qs_L34,qs_L35,qs_L36,qs_L37,qs_L38,qs_L39,qs_L40,qs_L41,qs_L42,qs_L43,qs_L44,qs_L45,qs_L46,qs_L47,qs_L48,qs_L49,qi_L00,qi_L01,qi_L02,qi_L03,qi_L04,qi_L05,qi_L06,qi_L07,qi_L08,qi_L09,qi_L10,qi_L11,qi_L12,qi_L13,qi_L14,qi_L15,qi_L16,qi_L17,qi_L18,qi_L19,qi_L20,qi_L21,qi_L22,qi_L23,qi_L24,qi_L25,qi_L26,qi_L27,qi_L28,qi_L29,qi_L30,qi_L31,qi_L32,qi_L33,qi_L34,qi_L35,qi_L36,qi_L37,qi_L38,qi_L39,qi_L40,qi_L41,qi_L42,qi_L43,qi_L44,qi_L45,qi_L46,qi_L47,qi_L48,qi_L49,qc_L00,qc_L01,qc_L02,qc_L03,qc_L04,qc_L05,qc_L06,qc_L07,qc_L08,qc_L09,qc_L10,qc_L11,qc_L12,qc_L13,qc_L14,qc_L15,qc_L16,qc_L17,qc_L18,qc_L19,qc_L20,qc_L21,qc_L22,qc_L23,qc_L24,qc_L25,qc_L26,qc_L27,qc_L28,qc_L29,qc_L30,qc_L31,qc_L32,qc_L33,qc_L34,qc_L35,qc_L36,qc_L37,qc_L38,qc_L39,qc_L40,qc_L41,qc_L42,qc_L43,qc_L44,qc_L45,qc_L46,qc_L47,qc_L48,qc_L49,w_L00,w_L01,w_L02,w_L03,w_L04,w_L05,w_L06,w_L07,w_L08,w_L09,w_L10,w_L11,w_L12,w_L13,w_L14,w_L15,w_L16,w_L17,w_L18,w_L19,w_L20,w_L21,w_L22,w_L23,w_L24,w_L25,w_L26,w_L27,w_L28,w_L29,w_L30,w_L31,w_L32,w_L33,w_L34,w_L35,w_L36,w_L37,w_L38,w_L39,w_L40,w_L41,w_L42,w_L43,w_L44,w_L45,w_L46,w_L47,w_L48,w_L49,w_L50,iwp_L00,cin_ml_L00,cape_ml_L00,lwp_L00,rain_gsp_rate_L00,tqc_L00,tqi_L00,area_m2
0,103,2020-09-07 06:00:00,17.58562298134035,-40.228818072082696,103,4,0.0,0.0,0.0,0.0,8.885541317048168e-19,9.048975876614678e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9483562560770636e-08,6.174134274249374e-07,1.8066163352368504e-06,1.3774561697994266e-06,1.3992885526293824e-06,5.97312384855353e-06,0.00014834444796,0.0006754020171922,0.0016462518575442,0.0022500814524903,0.0030966625041197,0.0041539782773062,0.0049936803963002,0.0056205203914739,0.006028289456545,0.0062599902260401,0.0063673558155924,0.0063645243125701,0.0062893821644645,0.0061791089956829,0.0060431151953062,0.005897351001061,0.005762663789231,0.0056440917002547,0.0055396414741692,0.0054448378834219,0.0053550181830008,0.0052672992998342,0.0051773258487716,0.005082068339655,0.0049840434877363,0.0048886693307915,0.0048020723325434,0.0047309260663026,0.0046796961221107,0.0046545623781416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3952241034943062e-06,2.3639384144552626e-06,2.340301530875111e-06,2.285691913319052e-06,2.2811472377095207e-06,2.2458994353650264e-06,5.054748634922861e-06,2.818875669251056e-06,3.288627359538903e-06,5.396334635115317e-06,1.7604566841556708e-05,4.3463843419559766e-05,0.0001077255860091,0.0001913081837244,0.000376693115317,0.001036143505023,0.0016090836993119,0.0022235568707268,0.0027865265867601,0.0034872521087307,0.004232013360297,0.0049516932315771,0.0056875207722627,0.006472093151892,0.0072490345464006,0.0080171160054456,0.0087589344496009,0.0094656365066593,0.0101261639420213,0.0107436859921231,0.0113377761703466,0.0119080520473045,0.0124542416067268,0.0129539283704407,0.0134855171055963,0.0139644291574296,0.0144758152892889,0.0150027817114809,0.0155510196725992,0.0161013931216114,0.0166167625805258,0.0171099107340997,0.0175728386598278,0.0179805969195971,0.0183109902173002,0.0186178377056411,0.0188594546826008,0.0190849135822056,0.019343464041996,0.0195622570023023,0.0,0.0,0.0,0.0,1.373656676209599e-09,6.55914007177776e-16,3.076722218930149e-07,2.6566758727337e-06,0.0004009194049661,0.0001615214491718,0.0001201789077427,0.0001386407478993,8.192703959112053e-05,9.504936729357184e-05,0.0008533068134009,0.0033905317568519,0.0037738310563997,0.0036455461029655,0.0031492039044919,0.0023775288032653,0.001929742236523,0.0012715142443531,0.0002550068348129,5.733592062573439e-06,1.4624366292868913e-06,2.362894455965212e-06,5.957828529665513e-06,9.330264318858786e-06,1.2393967638222776e-05,1.63656270444372e-05,1.880154480722137e-05,2.017490056085666e-05,2.089314366509263e-05,2.126015607098995e-05,2.142140100306188e-05,2.138131438886314e-05,2.126924693539354e-05,2.1096768310064325e-05,2.078045559088573e-05,2.0305359734986512e-05,1.967264090367199e-05,1.893248656927644e-05,1.8152745092189924e-05,1.7349896631588654e-05,1.6549350134842466e-05,1.5776010740296967e-05,1.507177972376034e-05,1.4478197521273722e-05,1.4048816023906992e-05,1.384219462917746e-05,0.0,0.0,0.0,0.0,1.1774995431514089e-11,2.3385331346402495e-20,3.1061386178266144e-08,2.567296119832017e-07,4.3397816361183085e-05,2.501100673306985e-05,2.98599154293286e-05,4.06558663299444e-05,2.08567462531277e-05,1.4779528449099169e-05,4.712328899754686e-05,2.566109087505613e-06,7.119748610793511e-07,5.465845705226196e-07,3.8385893363400685e-07,2.959511755356197e-07,2.0315677831404145e-08,3.360549580677538e-09,1.1255705599184881e-10,1.1608324226275907e-11,1.5992550255683295e-60,1.6167659236995944e-49,5.313114200295082e-42,2.854011104342739e-38,1.1305578527099997e-52,3.7148164636640877e-59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1226355219408954e-14,3.7385361960692864e-19,9.655417383012437e-09,1.2106980037805874e-06,0.0002070403551127,0.0001027183965774,9.610873066520864e-05,0.0001135232011789,6.31235564360403e-05,0.0002427242385571,0.000710602563118,8.112437250085871e-05,2.0071614563537733e-05,1.3923176350424935e-05,2.890463985228152e-05,2.9994928586938e-05,9.261862059071996e-06,1.3138159206416583e-06,2.53319965942571e-08,3.118831431939866e-09,6.732295473392835e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013539515501049,0.0014440961068417,0.0020157668868599,0.002221876828078,0.0022570939731599,0.0020026354428853,0.0016300223728453,0.0012580884604158,0.0009425063912695,0.0006698775133738,0.0004577205597057,0.0003233957402087,0.0002277979493717,0.0001639027305283,0.0001216504560327,8.939442506662038e-05,6.431450946927861e-05,4.424103117005827e-05,3.026764352837517e-05,1.4952277858346076e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2948202542875917,-0.784099791514128,0.6813666656976416,-0.3802178783125203,-0.0798180511470847,-0.4668698053048282,0.402555528930258,0.0869216216882863,-0.0589925651529771,0.1023770519472087,0.6270407644565159,0.6841490087369364,1.477297251434736,2.61923982114097,3.865294719834885,5.435529628335899,6.981747806504518,8.186204001920153,8.816136936557987,8.929312571171804,8.770309547308097,8.46022162304371,8.031261945657691,7.516752391550023,6.948927117877769,6.30257682846166,5.588729882653913,4.839487365027391,4.074981661132673,3.3208921161396088,2.6055832370833536,1.9539579991759743,1.384680391688293,0.9060579834149276,0.520945963196486,0.2199902087760342,-0.0044969504226934,-0.1615359299375099,-0.2661902585878498,-0.3291650745688856,-0.3582083243017133,-0.3596853861249389,-0.3390963352753851,-0.3031629082582439,-0.2555096515938825,-0.2031702376043883,-0.1362587372555041,-0.0708556770447498,-0.0223802759533281,-9.125729169120217e-13,14.97726821899414,1.7219550795934992,226.85880623434505,41.29004287719727,0.0289709929764757,9.218595504760742,1.3727099895477295,62720000.0
1,220,2020-09-07 06:00:30,17.591470297782458,-40.24076303620708,102,4,0.0,0.0,0.0,0.0,8.851646321921252e-19,5.995373260299011e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.532653681723402e-08,6.172624349061266e-07,1.1957010454241269e-06,8.443336107981529e-07,1.277485723666552e-06,8.271637032237296e-06,0.0001724562382253,0.0006502970360179,0.0016441369757507,0.0021453348914525,0.002962232049003,0.003988291048174,0.0048276896349878,0.0054679698088606,0.0058981811745794,0.0061544729195517,0.0062812540478323,0.006295927975615,0.0062335902691459,0.0061313292467796,0.0060034300748526,0.0058549378968578,0.0057267452680917,0.0056046241371866,0.005500355275511,0.0054090764808418,0.0053256238823266,0.0052465949055458,0.0051679432807617,0.0050835224930631,0.0049951387361564,0.0049098104640467,0.0048314354830155,0.004765983269175,0.0047193229251033,0.0046963276285333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.395192743661069e-06,2.36387770402392e-06,2.339503648041065e-06,2.2857287910316595e-06,2.280827411959636e-06,2.244540866345514e-06,5.083104764704301e-06,2.9117399363440093e-06,3.2920302670426445e-06,5.400225119884661e-06,1.7573381395582e-05,4.339488476872924e-05,0.0001066543365031,0.0001884915531106,0.0003856060970028,0.0010703400883219,0.001627043987075,0.0022119346750443,0.0027741812992498,0.0034845956137225,0.0042127180943278,0.0049347601260769,0.0056702698458128,0.0064581437588341,0.007236541087972,0.0080061193500308,0.0087494931789111,0.0094556482284694,0.0101191791252482,0.0107438316227885,0.011346578941288,0.0119253595687912,0.0124768554867801,0.012987805618692,0.0135272741991867,0.0140324805885602,0.014532374322278,0.0150634541688699,0.0156040699737315,0.0161443481152925,0.0166514103081589,0.0171357993571953,0.017589544058737,0.0179926654699451,0.0183227578633542,0.0186311390976106,0.018881828157379,0.0191052356710496,0.0193632648334846,0.0195825212228785,0.0,0.0,0.0,0.0,1.3502128676868963e-09,5.869603268966262e-16,3.3429391318920706e-07,3.5291389995037838e-06,0.0003927797366728,0.0001636642030228,0.0001229350832562,0.0001468280458216,9.08210662900368e-05,0.0001165659873451,0.0011910791746161,0.0038384471531973,0.0039910117008068,0.003843535623362,0.003091491734446,0.002331994248078,0.0018865405199826,0.0011858980181251,0.0001889570805775,5.01373766665706e-06,8.920468684919404e-07,1.235315665887277e-06,5.3763976887342005e-06,8.02842042970406e-06,1.0546263930645e-05,1.4448616700470025e-05,1.707613759583359e-05,1.852317792582669e-05,1.911263083424559e-05,1.917341972734986e-05,1.8923897381495557e-05,1.8487847580505683e-05,1.7976515504328412e-05,1.7450945774765606e-05,1.6914550656881754e-05,1.635806674069615e-05,1.5767863403494987e-05,1.514462488219805e-05,1.4509075875067728e-05,1.388234879990691e-05,1.3287457809254815e-05,1.2737893236113597e-05,1.2253665043968617e-05,1.1852171008607753e-05,1.1567740315951584e-05,1.1430762525022752e-05,0.0,0.0,0.0,0.0,1.17555123644218e-11,1.6702158620303424e-20,3.44687688086552e-08,3.476841297062101e-07,4.2986790261609926e-05,2.502444862993583e-05,3.0100189457937023e-05,4.099798657654411e-05,2.1292256465508287e-05,1.898868046588846e-05,6.106939378551726e-05,3.084913282775378e-06,7.375973086319141e-07,5.927064633677304e-07,6.372058964016495e-07,3.177826790378392e-07,1.4417852430260948e-08,2.200055422286292e-09,1.1802101585799438e-10,1.846908192900043e-11,6.991722902054589e-61,9.214765360181071e-50,3.1273432392611997e-42,1.8229495008803544e-38,3.346689056524396e-53,1.2850861514003733e-59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3094276436659566e-14,3.497097215657563e-19,1.530840670982216e-08,1.6040163355055157e-06,0.0002056209629556,0.0001027407667383,9.699018412816538e-05,0.0001159554690534,7.083030624418599e-05,0.0002996072687968,0.0007806308268055,8.796323318580974e-05,1.22416689115109e-07,1.470813713235211e-07,5.950613351462535e-05,2.9843157817867785e-05,7.117555694381578e-06,9.994886887073354e-07,2.7477680975029327e-08,5.7532638847692715e-09,1.1890035019363544e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013479126619545,0.001467874529691,0.0020461630778563,0.0022842651742136,0.0023549160941499,0.0020999746212989,0.0017246456890855,0.0013255119756752,0.0010012503016296,0.0007114428662945,0.0004908968466759,0.0003472495986949,0.0002459728702588,0.0001778571065125,0.0001320484947881,9.743729873281508e-05,7.036458579006213e-05,4.977720124454965e-05,3.3149715642468575e-05,1.838021555611996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3229236984129996,-0.7927770424436313,0.7080264959212424,-0.4002737279758874,-0.0510363252088678,-0.45950277421691,0.3824132995713529,0.0918675080622184,-0.0584951444115228,0.0911297548062927,0.6258124934248622,0.7279811753690426,1.597416195836579,2.8356603049085445,4.180507365498935,5.788116860553916,7.2766985424331745,8.365913183925523,8.894910114213996,8.96519893027694,8.805713318889026,8.50626127986033,8.091903759700994,7.5971835671553265,7.042868225099975,6.406751198006343,5.701861447033322,4.957900357285156,4.195408642161612,3.4411817306028194,2.7245718473465126,2.070039977147765,1.4962881776381525,1.011561299562906,0.6191635584834468,0.3091261341099882,0.075471110597125,-0.0909839495671556,-0.2052809033840107,-0.2777064525990689,-0.315878450587145,-0.3262411522791278,-0.3131788661051017,-0.2840286254146451,-0.2419490461165387,-0.1941095047548451,-0.1309319651872433,-0.0682813929541926,-0.0216535736202357,-8.911107316110366e-13,15.759820938110352,,,41.13890075683594,0.0292158634586506,9.55214786529541,1.47411048412323,78400000.0
2,334,2020-09-07 06:01:00,17.59270393666109,-40.24142632140504,101,4,0.0,0.0,0.0,0.0,8.821326682561433e-19,2.840731146068182e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.609495852462795e-08,5.37668993540681e-07,7.209975380633225e-07,5.471312125437126e-07,7.752655897017043e-07,1.229580200956979e-05,0.000197515069304,0.0006505661095237,0.0016284568313866,0.0020652281700325,0.0028586329723957,0.0038489949776539,0.0046785404479869,0.0053242988808743,0.0057731337513757,0.0060515162822987,0.0061941661467211,0.0062235475962471,0.0061742029218514,0.0060781040085693,0.0059570542710285,0.0058159107725436,0.0056837666898529,0.0055617646164984,0.0054572764017776,0.0053671513887118,0.0052871171665529,0.0052135446332361,0.0051430465128502,0.0050701422462507,0.0049917883856861,0.004913880495005,0.0048429416530636,0.004784729483797,0.0047438779397877,0.0047238134815477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3951683298701385e-06,2.363819436886023e-06,2.338762497624547e-06,2.285771342034205e-06,2.280484233396964e-06,2.24305895301656e-06,5.112050617069161e-06,3.0183118444247694e-06,3.29454305342384e-06,5.404645430692314e-06,1.7542601399891766e-05,4.3310561565777255e-05,0.0001054087968235,0.0001872947345029,0.000397553513961,0.0011039953042678,0.0016393422866623,0.0021971918657348,0.0027677206637136,0.003479090086104,0.0041900804283147,0.0049182006583824,0.0056553761933367,0.0064440345616976,0.0072232095305925,0.0079941664757518,0.0087370793416916,0.0094414642643128,0.0101095124683505,0.0107428001620302,0.0113552860698574,0.0119434580910987,0.0125005989612907,0.0130288814724487,0.0135745774173945,0.0140892039253035,0.0145977285630881,0.0151289658068156,0.0156617792995943,0.0161915876731907,0.0166896109123292,0.0171646574628005,0.0176082430470142,0.0180056424897627,0.0183348166130377,0.0186443131586136,0.0189030576849328,0.0191251700051353,0.019382600274362,0.0196020562446662,0.0,0.0,0.0,0.0,1.326346050449315e-09,9.783642476514633e-19,3.626455543683469e-07,4.455245886598533e-06,0.0003847890150588,0.0001657128055264,0.0001258025395729,0.0001552190557919,0.0001001865634845,0.0001577220959116,0.0015973134797974,0.0042653639772399,0.0042539432407765,0.0039895043285387,0.0031270116323349,0.0022878579841059,0.0018113026799325,0.0010921074766805,0.0001712474330884,6.2420568890719145e-06,1.1326790027757475e-06,3.3559401064088306e-07,4.8025793243398605e-06,6.803194365927471e-06,8.923673903207363e-06,1.260051415269841e-05,1.5245324231971154e-05,1.6819459310691467e-05,1.7496363680899025e-05,1.7528149552622502e-05,1.7128100649933316e-05,1.6446691402380804e-05,1.5701388032958017e-05,1.4952997044301017e-05,1.4210781434163414e-05,1.3501372287068003e-05,1.283497286403426e-05,1.2208690777202438e-05,1.161916148396852e-05,1.1069121588787395e-05,1.0566459343570286e-05,1.0115655542536574e-05,9.729729883289524e-06,9.418230079895117e-06,9.203930017642462e-06,9.101461892168156e-06,0.0,0.0,0.0,0.0,1.1763944263845889e-11,9.192186690258066e-21,3.802591684713997e-08,4.461085607580028e-07,4.2579764295183376e-05,2.502443042064984e-05,3.034217991651197e-05,4.1144002881366686e-05,2.2126253209742488e-05,2.4848601403788182e-05,7.719249466572063e-05,3.5246779599714334e-06,7.192523237761284e-07,7.04616805505119e-07,7.213376702815479e-07,2.1196901954086106e-07,9.14456877015952e-09,2.6530403506558768e-09,5.220753214539128e-11,7.917089065189984e-12,3.1149486415803256e-61,5.199443178730242e-50,1.7573313855948836e-42,1.144552776924265e-38,9.572366803180356e-54,4.2838195770941085e-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504542768010314e-14,2.9560485013486066e-19,2.199648487311176e-08,2.024810550274283e-06,0.0002042278734364,0.0001027158977155,9.788690743794928e-05,0.0001185087461326,8.032460453002151e-05,0.0003631483471178,0.0008495078258544,7.925038749363283e-05,3.829620741883574e-06,9.98281916503156e-06,6.2939856676182765e-06,2.8050714593891764e-05,5.3453014184998165e-06,8.142589505384267e-07,5.6263061362597244e-08,5.756253631469741e-09,1.0796719633835829e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013345370569466,0.001455184577515,0.0020567570446249,0.0023232419627729,0.002445451786609,0.0021909144655348,0.0018050455789432,0.0013800194659778,0.0010516685481046,0.0007501094789225,0.0005230862050425,0.0003713381743569,0.0002653227305915,0.0001925564961629,0.0001429431853609,0.0001059451595257,7.680565012113325e-05,5.552029614919532e-05,3.630761948121217e-05,2.18840443385708e-05,7.498507968774562e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3532314589460568,-0.793891150432342,0.7354140582761304,-0.4180337023560446,-0.021069488001834,-0.4488335929632635,0.3619503025895756,0.0971368611874462,-0.0547345614052514,0.083098372726623,0.6276277447270228,0.7763225058696446,1.7259853217614145,3.065160741198672,4.5051477318382345,6.132092361552719,7.543270217497222,8.512136836309429,8.950194287735252,8.988649791869669,8.832966722937224,8.544520127916929,8.146527958140272,7.672010987179366,7.131146170580935,6.506489828623995,5.811432571910413,5.073012087088478,4.312788309108469,3.558845066126459,2.8417286459919917,2.1853084732575665,1.608041266500737,1.118549498128429,0.7199552834121277,0.4015812360540459,0.1592895895460386,-0.0167272703393849,-0.1408947492560831,-0.2229680090211578,-0.2705272898985031,-0.2901971424362208,-0.2853462539139654,-0.2632959682000575,-0.2272941878665269,-0.1842783806756711,-0.1251095799879022,-0.0654525603264285,-0.0208386765538164,-8.701522981813568e-13,16.629074096679688,,,40.94356918334961,0.0293813499032721,9.809555053710938,1.5515681505203247,78400000.0
